id;text;clean_text;toxic_label;toxicity_pre_clean;toxicity_post_clean;polarity;politeness;nltk_score
;@friend Please also read the CODE_OF_CONDUCT and do not PM people on discord, you have the issue tracker and the discord server to do so. ;@friend Please also read the CODEOFCONDUCT and do not PM people on discord, you have the issue tracker and the discord server to do so.;n;0.11455947;0.107538074;0;0.29759478757294316;-0.4767
;@friend 1) This is not the right issue to talk about that, let's talk in #672 and #712 2) Rather than inviting people to fork ask them to join the Organization (see #672) and ask @friend to transfer this repository to the organization ;@friend 1) This is not the right issue to talk about that, let's talk in #672 and #712 2) Rather than inviting people to fork ask them to join the Organization (see #672) and ask @friend to transfer this repository to the organization;n;0.046700615;0.046700615;0.2857142857142857;0.339364120220964;0.5423
;I use docker, yes I build it from master everyday. Honestly my OS and version, etc don't matter as this is clearly not environment specific or version specific and I use docker.... I don't know what you are talking about with discord....I didn't message anyone. It's clear that development is all but dead and getting petty over issue templates when this is clearly an issue with enough info really puts me off. Instead of fixing things, you want to be pedantic over what are simple bugs. I'm done with this project. ;I use docker, yes I build it from master everyday. Honestly my OS and version, etc don't matter as this is clearly not environment specific or version specific and I use docker.... I don't know what you are talking about with discord....I didn't message anyone. It's clear that development is all but dead and getting petty over issue templates when this is clearly an issue with enough info really puts me off. Instead of fixing things, you want to be pedantic over what are simple bugs. I'm done with this project.;y;0.32158196;0.32158196;0.05;0.3932708938270758;0.0806
;@friend So you should have write docker before, this is clearly important. False, commit id is important because you can talk about something already fixed for example, and yes environment and version are important because it can change the version of dependencies, that can change the final output or break something. Still nodejs 11.x or latest is not a version, for example  is. Also npm version is different from nodejs version, npm 11 doesn't even exist, for example I have npm . Sorry for discord I thought it was you, timing coincidence  1) Yes development is quite dead because there is only 1 dev that is @friend, I'm not a dev I'm just here to help managing issues, project management and gibing security advice. 2) No, there was not enough information, as I said commit ID, node and npm version and OS are very important even if you don't understand why. Without that it is impossible to troubleshoot. 3) Yes I won't fix this because I'm not a dev. I know a little about ruby but nothing about javascript. 4) I'm not pedantic, I'm assuring there is enough information to troubleshot, because just saying "It won't work" or just pasting a screenshot is clearly not enough to do anything. 5) I'm sorry but I'm spending my free time here just to help and you are very aggressive with me. Also this is a free, libre and open-source project, not a proprietary and paid product where you bought some support or anything. There is no warranty. If you think that development is to slow, please learn the JavaScript language and come help @friend. 6) About the template being to heavy that's why we slit issues by category. Here, we know now this is not a bug, so you should have open a Feature Request issue with a much lighter template. I'm sorry I'll lock this conversation as this is just you being aggressive and not constructive and violating the code of conduct. ;@friend So you should have write docker before, this is clearly important. False, commit id is important because you can talk about something already fixed for example, and yes environment and version are important because it can change the version of dependencies, that can change the final output or break something. Still nodejs 11.x or latest is not a version, for example  is. Also npm version is different from nodejs version, npm 11 doesn't even exist, for example I have npm . Sorry for discord I thought it was you, timing coincidence  1) Yes development is quite dead because there is only 1 dev that is @friend, I'm not a dev I'm just here to help managing issues, project management and gibing security advice. 2) No, there was not enough information, as I said commit ID, node and npm version and OS are very important even if you don't understand why. Without that it is impossible to troubleshoot. 3) Yes I won't fix this because I'm not a dev. I know a little about ruby but nothing about javascript. 4) I'm not pedantic, I'm assuring there is enough information to troubleshot, because just saying "It won't work" or just pasting a screenshot is clearly not enough to do anything. 5) I'm sorry but I'm spending my free time here just to help and you are very aggressive with me. Also this is a free, libre and open-source project, not a proprietary and paid product where you bought some support or anything. There is no warranty. If you think that development is to slow, please learn the JavaScript language and come help @friend. 6) About the template being to heavy that's why we slit issues by category. Here, we know now this is not a bug, so you should have open a Feature Request issue with a much lighter template. I'm sorry I'll lock this conversation as this is just you being aggressive and not constructive and violating the code of conduct.;n;0.21281046;0.21281046;0.002532051282051285;0.14305525991648596;0.9807
;Approved by "N/A" on QEM. Comments 1 ;Approved by "N/A" on QEM. Comments 1;n;0.088590056;0.08859;0;0.37697657942189833;0.4215
;Expected behaviour  behaviour ;Expected behaviour  behaviour;n;0.04850752;0.04850756;-0.1;0.439007418522547;0
;And the problem is? ;And the problem is?;n;0.07309745;0.07309745;0;0.43245095242034315;-0.4019
;@friend  try it out yourself and compare with the image i provided, you can do so by trapping a monster and walk around it and see which direction it is facing. the problem is that the direction is not coded correctly for monster in some squares. ;@friend  try it out yourself and compare with the image i provided, you can do so by trapping a monster and walk around it and see which direction it is facing. the problem is that the direction is not coded correctly for monster in some squares.;n;0.1594471;0.1594471;0;0.5418023788059785;-0.4019
;@friend You are filing a bug, i think you should post both expected and actual behavior. You posted expected in an image. Then post the actual in a companionable image. ;@friend You are filing a bug, i think you should post both expected and actual behavior. You posted expected in an image. Then post the actual in a companionable image.;n;0.20758124;0.20758122;-0.05;0.3028352457918637;0
;You are reporting a bug and expects that we try based on a image?! Please provide more information about it and not just a stupid image that you think that it should be. ;You are reporting a bug and expects that we try based on a image?! Please provide more information about it and not just a stupid image that you think that it should be.;n;0.5722494;0.5722494;-0.14999999999999997;0.3673380214890928;0.6562
;and you expect me to sit another 30min to draw you a picture instead of just clicking a link that takes 30seconds. wtf dude? ;and you expect me to sit another 30min to draw you a picture instead of just clicking a link that takes 30seconds. wtf dude?;n;0.5311877;0.5311877;-0.5;0.33453296844166613;-0.5859
;I'll take a stab at this assuming we still plan to have MDN links on the site. ;I'll take a stab at this assuming we still plan to have MDN links on the site.;n;0.37972102;0.37972102;0;0.58753125608492;-0.5859
;Refer   up to the community. ;Refer   up to the community.;n;0.05661761;0.05661761;0;0.4399873255870338;0
;Whoa. Hadn't seen that issue. Thanks @friend. Closing this is fine as long as we reference the MDN links needing to be added to staging in that other issue. 👍 ;Whoa. Hadn't seen that issue. Thanks @friend. Closing this is fine as long as we reference the MDN links needing to be added to staging in that other issue. 👍;n;0.019884748;0.019884601;0.11041666666666666;0.38893565247380557;0.5719
;Closing in favor of #13460 ;Closing in favor of #13460;n;0.18233185;0.18233179;0;0.439007418522547;0.4019
;Sometimes my Arduino freezes or crashes when using JEFF ROWBERG library to read DMP data from MPU6050. It took me almost a full year to discover the problem and today I had some spare time and I tried to find where exactly arduino hangs/freezes. I discovered it is usually when executin getFIFOCount() or getIntStatus(). I discovered that inserting many Serial.print with tags along my entire code so I could know exactly which line hanged. So I discovered everytime my arduino hanged/freezes it was at a line with getFIFOCount() or getIntStatus(). So I decided to take a close look at it. Inside the file MPU6050.cpp there is a code like this uint16_t MPU6050getFIFOCount() {     I2CdevreadBytes(devAddr, MPU6050_RA_FIFO_COUNTH, 2, buffer)      return (((uint16_t)buffer[0]) &lt &lt  8) | buffer[1]  } I checked the function "readBytes()" inside I2Cdev.cpp and I found this I2CdevreadBytes(uint8_t devAddr, uint8_t regAddr, uint8_t length, uint8_t *data, uint16_t timeout) You see the problem? The function readBytes accepts one last parameter which is "timeout" but the function getFIFOCount uses readBytes without the timeout parameter! That's probably a bug cause sometimes I think the readBytes takes too long to execute and a TIMEOUT SHOULD BE set to avoid the function hanging out forever. I am pretty sure maaaany MAAAANY other people alterady experienced this problem and spent a lot of time trying to understand what went wrong. Some people mistakenly believe it's related to bufffer overflow in the FIFO or because of some non optimized code. It could be the problem but MY PROBLEM FOR ALMOST A FULL YEAR has been this bug reported here. I really hope someone fix this and add a timeout so nobody would spent entire months anymore seeking a problem that's is really hard to track an intermitent. ;Sometimes my Arduino freezes or crashes when using JEFF ROWBERG library to read DMP data from MPU6050. It took me almost a full year to discover the problem and today I had some spare time and I tried to find where exactly arduino hangs/freezes. I discovered it is usually when executin getFIFOCount() or getIntStatus(). I discovered that inserting many Serial.print with tags along my entire code so I could know exactly which line hanged. So I discovered everytime my arduino hanged/freezes it was at a line with getFIFOCount() or getIntStatus(). So I decided to take a close look at it. Inside the file MPU6050.cpp there is a code like this uint16t MPU6050getFIFOCount() {     I2CdevreadBytes(devAddr, MPU6050RAFIFOCOUNTH, 2, buffer)      return (((uint16t)buffer[0]) &lt &lt  8) | buffer[1]  } I checked the function "readBytes()" inside I2Cdev.cpp and I found this I2CdevreadBytes(uint8t devAddr, uint8t regAddr, uint8t length, uint8t *data, uint16t timeout) You see the problem? The function readBytes accepts one last parameter which is "timeout" but the function getFIFOCount uses readBytes without the timeout parameter! That's probably a bug cause sometimes I think the readBytes takes too long to execute and a TIMEOUT SHOULD BE set to avoid the function hanging out forever. I am pretty sure maaaany MAAAANY other people alterady experienced this problem and spent a lot of time trying to understand what went wrong. Some people mistakenly believe it's related to bufffer overflow in the FIFO or because of some non optimized code. It could be the problem but MY PROBLEM FOR ALMOST A FULL YEAR has been this bug reported here. I really hope someone fix this and add a timeout so nobody would spent entire months anymore seeking a problem that's is really hard to track an intermitent.;n;0.13140133;0.119712174;0.12063492063492062;0.6378172966049791;-0.8818
;@friend please, when you have a time try the code I gave you in your arduino with MPU6050. I am sure it's gonna freeze and I would like to know from you where is the bug of the library so I can fix it on my end. ;@friend please, when you have a time try the code I gave you in your arduino with MPU6050. I am sure it's gonna freeze and I would like to know from you where is the bug of the library so I can fix it on my end.;n;0.26432088;0.26432088;0.5;0.696455543110566;0.743
;yeap, same here. I really hope Rowberg replies us here. ;yeap, same here. I really hope Rowberg replies us here.;n;0.06260106;0.06260097;0.1;0.4510409771174136;0.4927
;Do you use mag?　I use the HMC5883L with mpu6050 to read the mag raw data and read the pitch yaw roll by DMP is fine. But when I use the mpu9150 to read the the mag data by DMP only , it keeps overflow and  freezes soon. You should change your TWBR =24 to =12 or substitute TWBR to Wire.setclock(400000),if only read data without mag ,mine is working fine with this edition by Jeff Rowberg. ;Do you use mag?　I use the HMC5883L with mpu6050 to read the mag raw data and read the pitch yaw roll by DMP is fine. But when I use the mpu9150 to read the the mag data by DMP only , it keeps overflow and  freezes soon. You should change your TWBR =24 to =12 or substitute TWBR to Wire.setclock(400000),if only read data without mag ,mine is working fine with this edition by Jeff Rowberg.;n;0.11665779;0.11665776;0.12051282051282053;0.563847018580057;0.3612
;A while ago I had issues with FIFO overruns on a 9150 but I can't remember the details. Switching to FastWire fixed it for me. On 11 Jul 2016 1459, batata004 notifications@friend.com wrote I tried it just right now. If freezed using "Wire.setClock(400000) " and also when using "TWBR = 12 ". Any suggestion? — You are receiving this because you are subscribed to this thread. Reply to this email directly, view it on GitHub or mute the thread;A while ago I had issues with FIFO overruns on a 9150 but I can't remember the details. Switching to FastWire fixed it for me. On 11 Jul 2016 1459, batata004 notifications@friend.com wrote I tried it just right now. If freezed using "Wire.setClock(400000) " and also when using "TWBR = 12 ". Any suggestion? — You are receiving this because you are subscribed to this thread. Reply to this email directly, view it on GitHub or mute the thread;n;0.07988718;0.079887055;0.16190476190476188;0.6193543259436501;0
;Sir, how I switch to fast wire? ;Sir, how I switch to fast wire?;n;0.0665567;0.0665567;0.2;0.46458511198354924;0
;@friend you certainly have no idea what you are talking about and you surely should delete your reply to this bug report. Read all the thread, I am not using any delay and I know much better than you how important it is to keep the loop fast. ;@friend you certainly have no idea what you are talking about and you surely should delete your reply to this bug report. Read all the thread, I am not using any delay and I know much better than you how important it is to keep the loop fast.;y;0.11523207;0.115232155;0.3628571428571429;0.42102867317383474;0.8299
;Wow. You're really just an angry brat, aren't you? No wonder no one is trying to help you. You're wrong, but I'm not going to show you why. Learn some etiquette On Tue, Aug 23, 2016, 600 AM batata004 notifications@friend.com wrote --  Thanks, Tyler McGahee (619)-880-7779 San Diego, CA **In an effort to be more responsive to email, my emails have become more brief and less formal. Please excuse any impoliteness  it is not intended. ;Wow. You're really just an angry brat, aren't you? No wonder no one is trying to help you. You're wrong, but I'm not going to show you why. Learn some etiquette On Tue, Aug 23, 2016, 600 AM batata004 notifications@friend.com wrote --  Thanks, Tyler McGahee (619)-880-7779 San Diego, CA **In an effort to be more responsive to email, my emails have become more brief and less formal. Please excuse any impoliteness  it is not intended.;y;0.46601596;0.46601596;0.02833333333333334;0.15818885890499096;0.7342
;@friend , any progress on this matter? ;@friend , any progress on this matter?;n;0.05118448;0.05118448;0;0.4537053140501397;0.4404
;I gave up, this library is too buggy in many aspects and Jeff Rowberg does not care about solving these MANY bugs that you can find with a simple search at Google. Also Jeff does not even read these threads. IMPORTANT DONT USE JEFF'S LIBRARY FOR ANYTHING IMPORTANT. Sooner or later it will fail and if you are using this library with your quadcopter, robotic arm... STAY AWAY OF IT. You will get hurt and hurt other people. There are serious problems with this library which will, sooner or later, cause you intermitent problems. ;I gave up, this library is too buggy in many aspects and Jeff Rowberg does not care about solving these MANY bugs that you can find with a simple search at Google. Also Jeff does not even read these threads. IMPORTANT DONT USE JEFF'S LIBRARY FOR ANYTHING IMPORTANT. Sooner or later it will fail and if you are using this library with your quadcopter, robotic arm... STAY AWAY OF IT. You will get hurt and hurt other people. There are serious problems with this library which will, sooner or later, cause you intermitent problems.;y;0.27992544;0.27992544;0.0674242424242424;0.4008588397351612;-0.9392
;@friend, please try to avoid sensationalist language with unsubstantiated claims. Yes, I am reasonably certain that the I2Cdev core and especially some of the device libraries are not bug-free. However, they have worked remarkably well with very few changes for literally thousands of people, some of whom have come back to tell me so after the fact (with complete, stable, working project demos). As noted in my comment from June 28, I2Cdev core code itself does not contain any loops that could lock up the whole system. The Wire library, however, does. This is well-documented and tracked separately. It is not something that I2Cdevlib code can fix, other than switching to a different I2C implementation (which is not a bad idea, but it is outside the scope of this bug report). I still contend that I2Cdev core communication works correctly as long as the hardware is electrically reliable. If the hardware is not electrically reliable, the CPU freeze is because of the Wire library, which has a blocking  loop and no timeout as documented in Arduino issue #1476. I have taken the example code that you posted on June 28 and run it with no modifications in the following setup  Arduino IDE v1.6.11 I2Cdevlib repo pulled from latest Github master branch Official Arduino Uno R3 GY521 breakout board for MPU-6050 AD0 pin tied to Arduino GND VCC pin to Arduino 5V (GY-521 has 3.3v regulator on board) SDA/SCL pins connected to Arduino SDA/SCL correctly Saleae Logic analyzer monitoring SDA and SCL   Your sketch compiles and flashes correctly. The DMP initialization completes without issue, and the YPR output settles within a few seconds to a stable value. I have left it running for 15 minutes with no problems. It has remained totally stable with no freezes, FIFO overflows, or other problems. To test, I pulled out the SCL wire to simulate an electrical issue. This (at least this time) caused the SDA line to get stuck low  The I2Cdev core is not doing this inside its own abstraction code. The GY-521 has 2.2k pull-up resistors on the SDA/SCL lines, so something is driving SDA low during a read operation from the Arduino side. Reconnecting the SCL wire does not resume normal operation, even with all zero data coming back. This suggests that the Wire library got stuck in its blocking  loop while the MPU-6050 sensor is holding SDA low waiting for more clock pulses, which won't come because the Wire library is stuck. (Maybe. I haven't dug into the Wire library's guts.) But the main point here is that it worked perfectly until I broke the hardware on purpose. I will reset the Arduino and let it run for another long while just to confirm this (expected) behavior. ;@friend, please try to avoid sensationalist language with unsubstantiated claims. Yes, I am reasonably certain that the I2Cdev core and especially some of the device libraries are not bug-free. However, they have worked remarkably well with very few changes for literally thousands of people, some of whom have come back to tell me so after the fact (with complete, stable, working project demos). As noted in my comment from June 28, I2Cdev core code itself does not contain any loops that could lock up the whole system. The Wire library, however, does. This is well-documented and tracked separately. It is not something that I2Cdevlib code can fix, other than switching to a different I2C implementation (which is not a bad idea, but it is outside the scope of this bug report). I still contend that I2Cdev core communication works correctly as long as the hardware is electrically reliable. If the hardware is not electrically reliable, the CPU freeze is because of the Wire library, which has a blocking  loop and no timeout as documented in Arduino issue #1476. I have taken the example code that you posted on June 28 and run it with no modifications in the following setup  Arduino IDE v1.6.11 I2Cdevlib repo pulled from latest Github master branch Official Arduino Uno R3 GY521 breakout board for MPU-6050 AD0 pin tied to Arduino GND VCC pin to Arduino 5V (GY-521 has 3.3v regulator on board) SDA/SCL pins connected to Arduino SDA/SCL correctly Saleae Logic analyzer monitoring SDA and SCL   Your sketch compiles and flashes correctly. The DMP initialization completes without issue, and the YPR output settles within a few seconds to a stable value. I have left it running for 15 minutes with no problems. It has remained totally stable with no freezes, FIFO overflows, or other problems. To test, I pulled out the SCL wire to simulate an electrical issue. This (at least this time) caused the SDA line to get stuck low  The I2Cdev core is not doing this inside its own abstraction code. The GY-521 has 2.2k pull-up resistors on the SDA/SCL lines, so something is driving SDA low during a read operation from the Arduino side. Reconnecting the SCL wire does not resume normal operation, even with all zero data coming back. This suggests that the Wire library got stuck in its blocking  loop while the MPU-6050 sensor is holding SDA low waiting for more clock pulses, which won't come because the Wire library is stuck. (Maybe. I haven't dug into the Wire library's guts.) But the main point here is that it worked perfectly until I broke the hardware on purpose. I will reset the Arduino and let it run for another long while just to confirm this (expected) behavior.;n;0.10872869;0.108728655;0.11069841269841268;0.47050414399946505;-0.9667
;Thanks jeff and I didnt want to offend you. No. I appreciate your help, but I think it would be smart to let people know that your library sometimes crashes. Yes, I executed this same code many times with no problem. But sometimes when I just add some lines of code it gets completely unstable, and after a while it does not generate any other problem. Jeff, I dont have bad wiring, this is not my case. The wires are very well connected to arduino.  I realized this bug happens when you call mpu.getFIFOCount() too many times in small time frame. It almost always freezes at mpu.getFIFOCount() (right when it gets executed). I know that for a fact cause I puted serial.println before and after that function, and it freezes the only the first serial.println. You library may work fine in a moment, in another it just does not work. Adding some lines make the code break sometimes, and other times dont (there is no conflict between your code and those new lines). Jeff, I appreciate your attention and efforts into this library but something is not right. Maybe you are right and it's bad wiring, but in my case it surelly is not. I tested this setup in other arduinos and got similar results. I dont know if you ever heard of SEBRAE here in Brazil. It's an education institution "for free", with small fees. I know at least 2 good friends which are teachers of this institution in electronics and also confirmed the problem I was facing. It was them who made me come here and report this. I tried to report this problem in many different foruns and in almost all cases, in the middle of the thread, other people confirmed what I said and had the same problem with different setups. If you think this problem happens of because of some lines of I2C getting LOW, why cant you setup and interrupt in your code to check if the line is LOW for too long and maybe reset the device it that timeout happens? I never used an original arduino, I always used clones, maybe some poor build in those clones cause this problem? Sorry if I disrespected you, you are a nice guy who devoted lots of time to this library however I think, IMHO, that it's not safe using your library in quadcopters, robotic arms... someone could get seriously hurt. ;Thanks jeff and I didnt want to offend you. No. I appreciate your help, but I think it would be smart to let people know that your library sometimes crashes. Yes, I executed this same code many times with no problem. But sometimes when I just add some lines of code it gets completely unstable, and after a while it does not generate any other problem. Jeff, I dont have bad wiring, this is not my case. The wires are very well connected to arduino.  I realized this bug happens when you call mpu.getFIFOCount() too many times in small time frame. It almost always freezes at mpu.getFIFOCount() (right when it gets executed). I know that for a fact cause I puted serial.println before and after that function, and it freezes the only the first serial.println. You library may work fine in a moment, in another it just does not work. Adding some lines make the code break sometimes, and other times dont (there is no conflict between your code and those new lines). Jeff, I appreciate your attention and efforts into this library but something is not right. Maybe you are right and it's bad wiring, but in my case it surelly is not. I tested this setup in other arduinos and got similar results. I dont know if you ever heard of SEBRAE here in Brazil. It's an education institution "for free", with small fees. I know at least 2 good friends which are teachers of this institution in electronics and also confirmed the problem I was facing. It was them who made me come here and report this. I tried to report this problem in many different foruns and in almost all cases, in the middle of the thread, other people confirmed what I said and had the same problem with different setups. If you think this problem happens of because of some lines of I2C getting LOW, why cant you setup and interrupt in your code to check if the line is LOW for too long and maybe reset the device it that timeout happens? I never used an original arduino, I always used clones, maybe some poor build in those clones cause this problem? Sorry if I disrespected you, you are a nice guy who devoted lots of time to this library however I think, IMHO, that it's not safe using your library in quadcopters, robotic arms... someone could get seriously hurt.;n;0.20416513;0.20416516;0.046222188664049146;0.5502488142747496;-0.9781
;@friend I don't think you are quite getting the point Jeff is making. The problem is not with his library, but with the Arduino Wire library itself that is part of the Arduino IDE. More specifically it is the two-wire interface (TWI) library that the Wire library calls to handle I2C communications. I stumbled upon this discussion looking for an alternative implementation of an I2C library for a unrelated device I am using and can confirm that any device that calls the Wire library will suffer the same issue you are talking about. While loops are used in the TWI library for communication, and as a result, the code can block all other functions on the Arduino while it is waiting infinitely in the TWI while loop. Jeff demonstrated the infinite loop by pulling out the SCL wire from his hardware. Internally, the TWI library provided by Arduino waits for a response from the sensor that is never coming because the physical wire is removed. While your friends at SEBRAE confirmed the behavior, like you they have wrongly assumed it is due to Jeff's code. If you took a different I2C sensor with a library written by a different person (such as the one for the sensor I am using) and pulled a wire, it would behave the exact same way. As for why can't Jeff put an interrupt in his code to check if the line is LOW for too long, the library is blocking anything from happening (Which is why everything stops). The Arduino environment is not a Real-Time Operating System (RTOS). The issue is outside Jeff's code. I hope this clarifies the issue. ;@friend I don't think you are quite getting the point Jeff is making. The problem is not with his library, but with the Arduino Wire library itself that is part of the Arduino IDE. More specifically it is the two-wire interface (TWI) library that the Wire library calls to handle I2C communications. I stumbled upon this discussion looking for an alternative implementation of an I2C library for a unrelated device I am using and can confirm that any device that calls the Wire library will suffer the same issue you are talking about. While loops are used in the TWI library for communication, and as a result, the code can block all other functions on the Arduino while it is waiting infinitely in the TWI while loop. Jeff demonstrated the infinite loop by pulling out the SCL wire from his hardware. Internally, the TWI library provided by Arduino waits for a response from the sensor that is never coming because the physical wire is removed. While your friends at SEBRAE confirmed the behavior, like you they have wrongly assumed it is due to Jeff's code. If you took a different I2C sensor with a library written by a different person (such as the one for the sensor I am using) and pulled a wire, it would behave the exact same way. As for why can't Jeff put an interrupt in his code to check if the line is LOW for too long, the library is blocking anything from happening (Which is why everything stops). The Arduino environment is not a Real-Time Operating System (RTOS). The issue is outside Jeff's code. I hope this clarifies the issue.;n;0.07837444;0.07837444;0.021875000000000002;0.6500995034373047;-0.7758
;@friend you made it very clear, but it still does not explain why reading data from BMP180 using any library around will never hang, never. But as soon as I disconnect BMP180 and connect MPU6050 problems start to happen. It may be a problem in the WIRE implementation, ok! Maybe for some reason MPU6050 has some problem (I already tried at least 5 different modules from 3 different sellers in the last year or so) with the hardware, I dont know. I can only say that this problem only happens with me 1) WHEN using MPU6050 with jeff's library 2) WEN I try to read veery fast data from MPU6050, if I read data once every 100ms, it all works fine 3) in unprecitable times, I cant be sure that it will happen now, but it will certainly happen at some moment Anyway, you were all very clear and made a point. Maybe it's wire.h implementation that is faulty! ;@friend you made it very clear, but it still does not explain why reading data from BMP180 using any library around will never hang, never. But as soon as I disconnect BMP180 and connect MPU6050 problems start to happen. It may be a problem in the WIRE implementation, ok! Maybe for some reason MPU6050 has some problem (I already tried at least 5 different modules from 3 different sellers in the last year or so) with the hardware, I dont know. I can only say that this problem only happens with me 1) WHEN using MPU6050 with jeff's library 2) WEN I try to read veery fast data from MPU6050, if I read data once every 100ms, it all works fine 3) in unprecitable times, I cant be sure that it will happen now, but it will certainly happen at some moment Anyway, you were all very clear and made a point. Maybe it's wire.h implementation that is faulty!;n;0.07612029;0.07612029;0.1498809523809524;0.5518089664129204;-0.8069
;@friend Thanks for your response. I hope that no offence was taken. The issue I am having is actually related to the BME280, a distant relative of the BMP180 sensor, and communications via TCP/IP. My hardware and project is quite different from what you are discussing, and I do not use the MPU6050. From my quick Google search it sounds like the sensor does a lot, and making it work with other I2C hardware is tricky. I wanted to offer some feedback only because I noticed the strong language in your reply to Jeff. I did a quick test with my project, in which the BME280 is the only device communicating via I2C. My microprocessor is an ESP8266 (Which is quite a bit faster than the Uno) and I am using a common industrial protocol over TCP/IP. I have some software that is polling the ESP8266 every second, and I am actively debugging using the serial interface, so there is additional work being done by the system. I pulled one of the wires, and the system kept working. I put the wire back, still no problems. I tried this a couple more times, randomly, and finally the system stopped working. I am only asking for one value via I2C and one value over the industrial communication channel, so I would guess that if I increased the amount of data through the different interfaces, the problem might start to happen more often. Anyways, I hope that you can find a solution to the problem you are having. I thought I would share what I have experienced. Take care! ;@friend Thanks for your response. I hope that no offence was taken. The issue I am having is actually related to the BME280, a distant relative of the BMP180 sensor, and communications via TCP/IP. My hardware and project is quite different from what you are discussing, and I do not use the MPU6050. From my quick Google search it sounds like the sensor does a lot, and making it work with other I2C hardware is tricky. I wanted to offer some feedback only because I noticed the strong language in your reply to Jeff. I did a quick test with my project, in which the BME280 is the only device communicating via I2C. My microprocessor is an ESP8266 (Which is quite a bit faster than the Uno) and I am using a common industrial protocol over TCP/IP. I have some software that is polling the ESP8266 every second, and I am actively debugging using the serial interface, so there is additional work being done by the system. I pulled one of the wires, and the system kept working. I put the wire back, still no problems. I tried this a couple more times, randomly, and finally the system stopped working. I am only asking for one value via I2C and one value over the industrial communication channel, so I would guess that if I increased the amount of data through the different interfaces, the problem might start to happen more often. Anyways, I hope that you can find a solution to the problem you are having. I thought I would share what I have experienced. Take care!;n;0.07265689;0.07265683;0.09734848484848485;0.8619144643511775;0.9259
;@friend  no offence taken ) Glad to know your case, indeed it looks even more a problem with I2C protocol itself than with the jeff's library. What you said is exactly what happens to me, randomly/intermitently problems (as you removed the wired a few times). Anyway, I hope jeff or somebody here with great knowledge in this subject could file a feature request/bug report at Arduino community so they can bring some light to this and solve this problem. ;@friend  no offence taken ) Glad to know your case, indeed it looks even more a problem with I2C protocol itself than with the jeff's library. What you said is exactly what happens to me, randomly/intermitently problems (as you removed the wired a few times). Anyway, I hope jeff or somebody here with great knowledge in this subject could file a feature request/bug report at Arduino community so they can bring some light to this and solve this problem.;n;0.17183155;0.17183134;0.2976190476190476;0.6547744003917889;-0.0736
;@friend  Hey did you find the solution to the problem ?  I am also facing the same issue, sometimes the library gets stuck at fifo count function . ;@friend  Hey did you find the solution to the problem ?  I am also facing the same issue, sometimes the library gets stuck at fifo count function .;n;0.063918054;0.06391802;0;0.28531698842736025;-0.34
;@friend It's really sad but I got no solution for this problem. It already consumed hundreds of hours trying to work around this but sometimes I think I2C is the guilty but other times I thinks it's jeff's library the problem. It's really an intermitent problem and it's hard to make other people believe I am not doing something stupid - which I am not doing. I wish Jeff could take a look at this serious problem cause many many many other people are facing it on other forum posts and so far no solution. ;@friend It's really sad but I got no solution for this problem. It already consumed hundreds of hours trying to work around this but sometimes I think I2C is the guilty but other times I thinks it's jeff's library the problem. It's really an intermitent problem and it's hard to make other people believe I am not doing something stupid - which I am not doing. I wish Jeff could take a look at this serious problem cause many many many other people are facing it on other forum posts and so far no solution.;n;0.29332504;0.29332504;-0.08035714285714286;0.547660412474476;-0.9647
;I have looked into the issue both with and without your supplied code, but have not been able to replicate it without intentionally severing the hardware I2C connection. Any additional troubleshooting will require a logic capture with a Saleae analyzer or similar during a moment when the problem actually occurs on your own platform. But even with this additional detail, I expect the root cause to be outside of any of the I2Cdev code. ;I have looked into the issue both with and without your supplied code, but have not been able to replicate it without intentionally severing the hardware I2C connection. Any additional troubleshooting will require a logic capture with a Saleae analyzer or similar during a moment when the problem actually occurs on your own platform. But even with this additional detail, I expect the root cause to be outside of any of the I2Cdev code.;n;0.01894967;0.01894967;0.22000000000000003;0.575783338073843;-0.3612
;@friend  thanks for helping. I dont have a logic analyzer, hope another person with this same problem that owns a logic analyzer can provide details about this problem. ;@friend  thanks for helping. I dont have a logic analyzer, hope another person with this same problem that owns a logic analyzer can provide details about this problem.;n;0.053478416;0.053478416;0.1;0.5654890196283967;0.3818
;batata004  If you have a jtag emulator. It is the best way of finding issue. Since you are detecting the issue, it is best for you to debug it. •   Just stop the processor at the failure point and see what is wrong. •   Learn from each break point and set more break point to track the problem back to find the root cause. Regards, Pirooz ;batata004  If you have a jtag emulator. It is the best way of finding issue. Since you are detecting the issue, it is best for you to debug it. •   Just stop the processor at the failure point and see what is wrong. •   Learn from each break point and set more break point to track the problem back to find the root cause. Regards, Pirooz;n;0.10002209;0.10002209;0.28055555555555556;0.5381793354499811;-0.2263
;@friend I never hard of "jtag emulator", sorry I dont have access to one, I will ask a good friend of mine tomorrow to know if he has one and can borrow me for a day. ;@friend I never hard of "jtag emulator", sorry I dont have access to one, I will ask a good friend of mine tomorrow to know if he has one and can borrow me for a day.;n;0.07415519;0.07415519;0.11527777777777777;0.5702301928521833;0.7266
